"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"@omaracs Hi Omar. To set up your card for contactless payments, open the Google Pay app, tap on the card icon at th… https://t.co/ODEi5WEhYs",FALSE,0,"omaracs",2020-11-23 20:40:33,TRUE,"1330960163352809473","1330974539916976131","169986130","<a href=""http://www.conversocial.com"" rel=""nofollow"">Conversocial</a>","GooglePay",0,FALSE,FALSE,NA,NA
"That's the last time I'm using @GooglePay. It's embarresed me for the last time. ""That usually happens when you've… https://t.co/nDVul4Gf5M",FALSE,1,NA,2020-11-23 20:37:56,TRUE,NA,"1330973883852353539",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","100iso_photos",0,FALSE,FALSE,NA,NA
"ANIME TEMPLE RUN!!! Dark Corridors 2 https://t.co/x8BM7AaKt4 via 
@YouTube

#anime #animegames #animefanart… https://t.co/lJfXccR8Sj",FALSE,0,NA,2020-11-23 20:36:28,TRUE,NA,"1330973515139452928",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","dyls2k10",0,FALSE,FALSE,NA,NA
"<U+0001F4F9> ON HAND <U+0001F50C> Cash, ApplePay, GooglePay, CashApp, Debit, Venmo, Zelle, PayPal ($5 Processing Fee) #ZellousBoutique… https://t.co/CxSu8Bkefh",FALSE,1,NA,2020-11-23 20:31:42,TRUE,NA,"1330972312116613124",NA,"<a href=""https://www.tumblr.com/"" rel=""nofollow"">Tumblr</a>","_ZELLOUS_",0,FALSE,FALSE,NA,NA
"RT @JimMarous: Great In-Depth Analysis of @Google's Leap Into Banking with #GooglePlex

https://t.co/Rr1vcj1xad

Via @SteveCocheo from @Fin…",FALSE,0,NA,2020-11-23 20:30:22,FALSE,NA,"1330971979827073028",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Harry_Sabharwal",17,TRUE,FALSE,NA,NA
"RT @JimMarous: Great In-Depth Analysis of @Google's Leap Into Banking with #GooglePlex

https://t.co/Rr1vcj1xad

Via @SteveCocheo from @Fin…",FALSE,0,NA,2020-11-23 20:30:21,FALSE,NA,"1330971973279567874",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","charlesepotts",17,TRUE,FALSE,NA,NA
"@RevMama Here in the UK we have an app on our phones that we scan the groceries as we pick them off the shelf. Put… https://t.co/48znOIRwp9",FALSE,5,"RevMama",2020-11-23 20:29:54,TRUE,"1330704089089339400","1330971861086302214","19310635","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","flarkey",0,FALSE,FALSE,NA,NA
"RT @JimMarous: Great In-Depth Analysis of @Google's Leap Into Banking with #GooglePlex

https://t.co/Rr1vcj1xad

Via @SteveCocheo from @Fin…",FALSE,0,NA,2020-11-23 20:29:27,FALSE,NA,"1330971749136162819",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","rshevlin",17,TRUE,FALSE,NA,NA
"Great In-Depth Analysis of @Google's Leap Into Banking with #GooglePlex

https://t.co/Rr1vcj1xad

Via @SteveCocheo… https://t.co/lF72Ai68RZ",FALSE,30,NA,2020-11-23 20:25:28,TRUE,NA,"1330970743019089923",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JimMarous",17,FALSE,FALSE,NA,NA
"RT @googledevs: Hello @Angular devs!

It's even easier for you to integrate #GooglePay.

<U+2705> You no longer have to specify the CUSTOM_ELEMENT…",FALSE,0,NA,2020-11-23 20:18:59,FALSE,NA,"1330969111518711809",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","beardlesSole47",123,TRUE,FALSE,NA,NA
"@GooglePay @GooglePayIndia the recharge was done using google pay.",FALSE,0,"sakshirajpal7",2020-11-23 20:14:55,FALSE,"1330966464602378241","1330968089521917952","789416350082932736","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sakshirajpal7",0,FALSE,FALSE,NA,NA
"RT @googledevs: Hello @Angular devs!

It's even easier for you to integrate #GooglePay.

<U+2705> You no longer have to specify the CUSTOM_ELEMENT…",FALSE,0,NA,2020-11-23 20:12:54,FALSE,NA,"1330967584439721987",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","J0H4N_CO",123,TRUE,FALSE,NA,NA
"@stephenpender @askpermanenttsb @richtea_23 @RevolutApp @GooglePay Well. Payments should be secure and private. Not exactly Google’s forte",FALSE,0,"stephenpender",2020-11-23 20:11:34,FALSE,"1330941594422349824","1330967247993626626","212915553","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GreenIrishGuy1",0,FALSE,FALSE,NA,NA
"I'm looking for the Surajkund ticket, do you have it with you? https://t.co/YoKtKQVWHb

#GoIndiaGame… https://t.co/ySVQsdQJGQ",FALSE,0,NA,2020-11-23 20:10:28,TRUE,NA,"1330966968095051776",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Hitman4India",0,FALSE,FALSE,NA,NA
"@GooglePay @GooglePayIndia @airtelindia I did a recharge of Rs.2498/- on a wrong airtel number number, is there any… https://t.co/0tJvv2nPJI",FALSE,0,"GooglePay",2020-11-23 20:07:16,TRUE,NA,"1330966166307708929","309827046","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sakshirajpal7",0,FALSE,FALSE,NA,NA
"@GooglePay So you’ve completely redone Google Pay such that we have to re-enter all our credit card and bank info a… https://t.co/ingGfcSoYM",FALSE,0,"GooglePay",2020-11-23 20:05:56,TRUE,NA,"1330965830939664385","309827046","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AaronSentell",0,FALSE,FALSE,NA,NA
"I have 31 extra tickets interested people can DM me ... 

#googlepay #GoIndiatickets #googlepaygoindia… https://t.co/EZK3v7VIj0",FALSE,0,NA,2020-11-23 20:03:14,TRUE,NA,"1330965151441326081",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","VedanshBindal",0,FALSE,FALSE,NA,NA
"RT @googledevs: Hello @Angular devs!

It's even easier for you to integrate #GooglePay.

<U+2705> You no longer have to specify the CUSTOM_ELEMENT…",FALSE,0,NA,2020-11-23 19:59:36,FALSE,NA,"1330964235636142081",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LucasARSartori1",123,TRUE,FALSE,NA,NA
"@GooglePayIndia Anybody needs any tickets for buying and exchange DM me ASAP
For more join my channel for rare tick… https://t.co/PnM66oRhM2",FALSE,0,"GooglePayIndia",2020-11-23 19:57:50,TRUE,"1330730293603405824","1330963790330957824","831657713226522624","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SahilCh86320105",0,FALSE,FALSE,NA,NA
"RT @googledevs: Hello @Angular devs!

It's even easier for you to integrate #GooglePay.

<U+2705> You no longer have to specify the CUSTOM_ELEMENT…",FALSE,0,NA,2020-11-23 19:55:37,FALSE,NA,"1330963231435874304",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KyleRyanBanks",123,TRUE,FALSE,NA,NA
"RT @googledevs: Hello @Angular devs!

It's even easier for you to integrate #GooglePay.

<U+2705> You no longer have to specify the CUSTOM_ELEMENT…",FALSE,0,NA,2020-11-23 19:54:38,FALSE,NA,"1330962986467532807",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","v_senko",123,TRUE,FALSE,NA,NA
"@GooglePay scam 2020 <U+0001F605> https://t.co/UpryIZNWxT",FALSE,0,"GooglePay",2020-11-23 19:49:42,FALSE,NA,"1330961742780719104","309827046","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sahilvahora1998",0,FALSE,FALSE,NA,NA
"3/ Few play across all 4, and no one has a firm hold on more than one of them. I think that #GooglePay is trying to… https://t.co/QAZVWDlDnn",FALSE,0,"EugeneACooke",2020-11-23 19:44:36,TRUE,"1330960459709681670","1330960460456357891","36830314","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","EugeneACooke",0,FALSE,FALSE,NA,NA
"@GooglePay Any idea? I cannot use my cards anymore with this new GPay and my previous app disappeared after install… https://t.co/I4mXFEOUXb",FALSE,0,"GooglePay",2020-11-23 19:43:25,TRUE,NA,"1330960163352809473","309827046","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","omaracs",0,FALSE,FALSE,NA,NA
"RT @googledevs: Hello @Angular devs!

It's even easier for you to integrate #GooglePay.

<U+2705> You no longer have to specify the CUSTOM_ELEMENT…",FALSE,0,NA,2020-11-23 19:41:57,FALSE,NA,"1330959794971287552",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_hsanchez",123,TRUE,FALSE,NA,NA
"RT @googledevs: Hello @Angular devs!

It's even easier for you to integrate #GooglePay.

<U+2705> You no longer have to specify the CUSTOM_ELEMENT…",FALSE,0,NA,2020-11-23 19:36:01,FALSE,NA,"1330958301887131648",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","VojtechMasek",123,TRUE,FALSE,NA,NA
"@GooglePay you've broken your app. Congrats.",FALSE,0,"GooglePay",2020-11-23 19:35:47,FALSE,NA,"1330958241606610945","309827046","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SpursKreep",0,FALSE,FALSE,NA,NA
"RT @googledevs: Hello @Angular devs!

It's even easier for you to integrate #GooglePay.

<U+2705> You no longer have to specify the CUSTOM_ELEMENT…",FALSE,0,NA,2020-11-23 19:33:03,FALSE,NA,"1330957552696184832",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","pka246",123,TRUE,FALSE,NA,NA
"RT @googledevs: Hello @Angular devs!

It's even easier for you to integrate #GooglePay.

<U+2705> You no longer have to specify the CUSTOM_ELEMENT…",FALSE,0,NA,2020-11-23 19:32:33,FALSE,NA,"1330957427429216257",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","movingux",123,TRUE,FALSE,NA,NA
"Tag the unofficial conductor<U+0001F447>

#lolcasmofficial #googlepay #gpay #gpaytickets #meme #gpaymemes #gpaytrolls… https://t.co/rEobMxPdz3",FALSE,0,NA,2020-11-23 19:26:34,TRUE,NA,"1330955922882048000",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Lolcasm1",0,FALSE,FALSE,NA,NA
"@Skmahadevan @IamPan412 I want #Gaya and #Nainital
@GooglePayIndia @GooglePay",FALSE,0,"Skmahadevan",2020-11-23 19:22:50,FALSE,"1330954620416397312","1330954983164899328","2199044161","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MeAbhishekBose",0,FALSE,FALSE,NA,NA
"DM for more common tickets.
 #GoIndiaGame #goindia #googlepaygoindia #GooglePay #gpaygoindia #gpay #goindiaticket… https://t.co/axrRjZJ6WB",FALSE,0,NA,2020-11-23 19:21:05,TRUE,NA,"1330954540389056512",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WaitingforIPL",0,FALSE,FALSE,NA,NA
"@GooglePayIndia Anybody needs any tickets for buying and exchange DM me ASAP
For more join my channel for rare tick… https://t.co/3SEycVvgXt",FALSE,0,"GooglePayIndia",2020-11-23 19:20:11,TRUE,"1330763796542054401","1330954314899066880","831657713226522624","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SahilCh86320105",0,FALSE,FALSE,NA,NA
"@IamPan412 @GooglePayIndia @GooglePay Sure, @IamPan412... Just a sec...",FALSE,0,"IamPan412",2020-11-23 19:19:46,FALSE,"1330949987555966976","1330954209487818752","740716501","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MeAbhishekBose",0,FALSE,FALSE,NA,NA
"RT @googledevs: Hello @Angular devs!

It's even easier for you to integrate #GooglePay.

<U+2705> You no longer have to specify the CUSTOM_ELEMENT…",FALSE,0,NA,2020-11-23 19:16:15,FALSE,NA,"1330953324791615490",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","aussoc",123,TRUE,FALSE,NA,NA
"RT @googledevs: Hello @Angular devs!

It's even easier for you to integrate #GooglePay.

<U+2705> You no longer have to specify the CUSTOM_ELEMENT…",FALSE,0,NA,2020-11-23 19:12:55,FALSE,NA,"1330952487919087617",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","D2KX_",123,TRUE,FALSE,NA,NA
"RT @googledevs: Hello @Angular devs!

It's even easier for you to integrate #GooglePay.

<U+2705> You no longer have to specify the CUSTOM_ELEMENT…",FALSE,0,NA,2020-11-23 19:08:29,FALSE,NA,"1330951371063955456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AlexOkrushko",123,TRUE,FALSE,NA,NA
"DM for more tickets
 #GoIndiaGame #goindia #googlepaygoindia #GooglePay #gpaygoindia #gpay #goindiaticket… https://t.co/GcjmrSBbmP",FALSE,0,NA,2020-11-23 19:06:14,TRUE,NA,"1330950806762258433",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WaitingforIPL",0,FALSE,FALSE,NA,NA
"RT @GreenDotBank: Add your Green Dot bank card to the new @GooglePay app today, and learn more about our upcoming partnership with @Google…",FALSE,0,NA,2020-11-23 19:04:32,FALSE,NA,"1330950377168990210",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KarenJenniferLi",2,TRUE,FALSE,NA,NA
"RT @googledevs: Hello @Angular devs!

It's even easier for you to integrate #GooglePay.

<U+2705> You no longer have to specify the CUSTOM_ELEMENT…",FALSE,0,NA,2020-11-23 18:58:03,FALSE,NA,"1330948747908567041",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","akimKabinda",123,TRUE,FALSE,NA,NA
"@lakhiroy10 @CyberCrimePSCyb @cyberabadpolice @NPCI_BHIM @NPCI_BHIM request you to take action these culprits for c… https://t.co/iq2iIrql7w",FALSE,0,"lakhiroy10",2020-11-23 18:57:31,TRUE,"1330888563613843456","1330948613334134784","1328271877710647297","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","meetmrpavansai",0,FALSE,FALSE,NA,NA
"DM for more tickets
 #GoIndiaGame #goindia #googlepaygoindia #GooglePay #gpaygoindia #gpay #goindiaticket… https://t.co/BuvFq5yyOH",FALSE,0,NA,2020-11-23 18:53:44,TRUE,NA,"1330947659109044224",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WaitingforIPL",0,FALSE,FALSE,NA,NA
"RT @googledevs: Hello @Angular devs!

It's even easier for you to integrate #GooglePay.

<U+2705> You no longer have to specify the CUSTOM_ELEMENT…",FALSE,0,NA,2020-11-23 18:53:34,FALSE,NA,"1330947615870119937",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Enea_Jahollari",123,TRUE,FALSE,NA,NA
"RT @googledevs: Hello @Angular devs!

It's even easier for you to integrate #GooglePay.

<U+2705> You no longer have to specify the CUSTOM_ELEMENT…",FALSE,0,NA,2020-11-23 18:52:54,FALSE,NA,"1330947450388017153",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ricardo_chl",123,TRUE,FALSE,NA,NA
"RT @googledevs: Hello @Angular devs!

It's even easier for you to integrate #GooglePay.

<U+2705> You no longer have to specify the CUSTOM_ELEMENT…",FALSE,0,NA,2020-11-23 18:49:37,FALSE,NA,"1330946622763769865",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Xavier_Sia",123,TRUE,FALSE,NA,NA
"RT @googledevs: Hello @Angular devs!

It's even easier for you to integrate #GooglePay.

<U+2705> You no longer have to specify the CUSTOM_ELEMENT…",FALSE,0,NA,2020-11-23 18:49:34,FALSE,NA,"1330946610914791427",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","skeith696",123,TRUE,FALSE,NA,NA
"Sharing the festive joy! I'm gifting you Soan Papdi for Paytm Diwali Tambola! Get started &amp; Win up to <U+20B9>11,000!… https://t.co/HeEI0Ayb1y",FALSE,0,NA,2020-11-23 18:49:23,TRUE,NA,"1330946564676677633",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SonaliMantri2",0,FALSE,FALSE,NA,NA
"@hm_custserv I have contacted @GooglePay and they said the payment was deducted from citi account but there was no… https://t.co/odzOIyxbxB",FALSE,0,"hm_custserv",2020-11-23 18:45:15,TRUE,"1330516516492730371","1330945526515175424","808737074","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ringzin10",0,FALSE,FALSE,NA,NA
"<U+0001F4F7> <U+0001F6A8>NEW DRIP $50 DM2order <U+0001F6A8> On hand <U+203C><U+FE0F> P/U or <U+0001F30D> shipping- $10 Cash, ApplePay, GooglePay, CashApp, Debit, Venmo, Zell… https://t.co/mcGvF6wGqg",FALSE,1,NA,2020-11-23 18:42:08,TRUE,NA,"1330944739336720384",NA,"<a href=""https://www.tumblr.com/"" rel=""nofollow"">Tumblr</a>","_ZELLOUS_",0,FALSE,FALSE,NA,NA
"<U+0001F4F7> <U+0001F6A8>NEW DRIP $50 DM2order <U+0001F6A8> On hand <U+203C><U+FE0F> P/U or <U+0001F30D> shipping- $10 Cash, ApplePay, GooglePay, CashApp, Debit, Venmo, Zell… https://t.co/qKc3zxeP7H",FALSE,1,NA,2020-11-23 18:41:44,TRUE,NA,"1330944638073659392",NA,"<a href=""https://www.tumblr.com/"" rel=""nofollow"">Tumblr</a>","_ZELLOUS_",0,FALSE,FALSE,NA,NA
"RT @googledevs: Hello @Angular devs!

It's even easier for you to integrate #GooglePay.

<U+2705> You no longer have to specify the CUSTOM_ELEMENT…",FALSE,0,NA,2020-11-23 18:41:15,FALSE,NA,"1330944518275928066",NA,"<a href=""http://klinkerapps.com"" rel=""nofollow"">Talon (Plus)</a>","JustSmitty",123,TRUE,FALSE,NA,NA
"<U+0001F4F7> <U+0001F6A8>NEW DRIP $50 DM2order <U+0001F6A8> On hand <U+203C><U+FE0F> P/U or <U+0001F30D> shipping- $10 Cash, ApplePay, GooglePay, CashApp, Debit, Venmo, Zell… https://t.co/w7y4dhVm1r",FALSE,2,NA,2020-11-23 18:41:08,TRUE,NA,"1330944490413101061",NA,"<a href=""https://www.tumblr.com/"" rel=""nofollow"">Tumblr</a>","_ZELLOUS_",0,FALSE,FALSE,NA,NA
"Does anybody require these tickets? 
#GooglePay @GooglePayIndia @GooglePay #googlepaychallenge https://t.co/EOgmZZQkQK",FALSE,0,NA,2020-11-23 18:40:51,FALSE,NA,"1330944417004355584",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MeAbhishekBose",0,FALSE,FALSE,NA,NA
"Sharing the festive joy! I'm gifting you Chakri for Paytm Diwali Tambola! Get started &amp; Win up to <U+20B9>11,000!… https://t.co/m8ZUuVMGyh",FALSE,0,NA,2020-11-23 18:34:20,TRUE,NA,"1330942779153735680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SonaliMantri2",0,FALSE,FALSE,NA,NA
"@askpermanenttsb @richtea_23 Use @RevolutApp - works perfectly.  I still get paid into ptsb as I have a mortgage wi… https://t.co/XibinKcJ2Z",FALSE,0,"askpermanenttsb",2020-11-23 18:29:38,TRUE,"1330838618819203072","1330941594422349824","539075003","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","stephenpender",0,FALSE,FALSE,NA,NA
"RT @googledevs: Hello @Angular devs!

It's even easier for you to integrate #GooglePay.

<U+2705> You no longer have to specify the CUSTOM_ELEMENT…",FALSE,0,NA,2020-11-23 18:29:38,FALSE,NA,"1330941594170757122",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MartinezYsais",123,TRUE,FALSE,NA,NA
"RT @googledevs: Hello @Angular devs!

It's even easier for you to integrate #GooglePay.

<U+2705> You no longer have to specify the CUSTOM_ELEMENT…",FALSE,0,NA,2020-11-23 18:29:17,FALSE,NA,"1330941505129779201",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DEV_MadeInIndia",123,TRUE,FALSE,NA,NA
"RT @googledevs: Hello @Angular devs!

It's even easier for you to integrate #GooglePay.

<U+2705> You no longer have to specify the CUSTOM_ELEMENT…",FALSE,0,NA,2020-11-23 18:29:15,FALSE,NA,"1330941499530473473",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","GuateDev",123,TRUE,FALSE,NA,NA
"@vensi817 @sourav___45 @GooglePay Send",FALSE,0,"vensi817",2020-11-23 18:28:42,FALSE,"1330848324224630785","1330941358861811713","1101076707329507329","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","srinivasr_19",0,FALSE,FALSE,NA,NA
"@sourav___45 @vensi817 @GooglePay Send",FALSE,0,"sourav___45",2020-11-23 18:28:06,FALSE,"1330849995902177281","1330941209532014597","980493050639089664","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","srinivasr_19",0,FALSE,FALSE,NA,NA
"Sohra has become a popular destination during lockdown. All thanks to @GooglePay",FALSE,11,NA,2020-11-23 18:26:17,FALSE,NA,"1330940752860385281",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RamaKrishnaUX",0,FALSE,FALSE,NA,NA
"RT @googledevs: Hello @Angular devs!

It's even easier for you to integrate #GooglePay.

<U+2705> You no longer have to specify the CUSTOM_ELEMENT…",FALSE,0,NA,2020-11-23 18:25:54,FALSE,NA,"1330940653480464386",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","WahonoGusti",123,TRUE,FALSE,NA,NA
"RT @googledevs: Hello @Angular devs!

It's even easier for you to integrate #GooglePay.

<U+2705> You no longer have to specify the CUSTOM_ELEMENT…",FALSE,0,NA,2020-11-23 18:25:41,FALSE,NA,"1330940598887591936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AlanCrevon",123,TRUE,FALSE,NA,NA
"RT @googledevs: Hello @Angular devs!

It's even easier for you to integrate #GooglePay.

<U+2705> You no longer have to specify the CUSTOM_ELEMENT…",FALSE,0,NA,2020-11-23 18:24:13,FALSE,NA,"1330940230447280129",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","joseferrercba",123,TRUE,FALSE,NA,NA
"I Want Kochi Ticket in return of Puri 
DM Fast
@GooglePayIndia #GoIndiaGame #GoIndiatickets #googlepaygoindia… https://t.co/DIjF4XkSCz",FALSE,0,NA,2020-11-23 18:22:11,TRUE,NA,"1330939720889634816",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gauravnt45",0,FALSE,FALSE,NA,NA
"RT @googledevs: Hello @Angular devs!

It's even easier for you to integrate #GooglePay.

<U+2705> You no longer have to specify the CUSTOM_ELEMENT…",FALSE,0,NA,2020-11-23 18:21:33,FALSE,NA,"1330939558326886401",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","g_doroschenko",123,TRUE,FALSE,NA,NA
"RT @hebaghbhadvya: I need kochi
Only Genuine pls 

(its NOT PAID JUST WANNA TO EXCHANGE )

i will exchange u hydrabad or Gaya ticket after…",FALSE,0,NA,2020-11-23 18:21:11,FALSE,NA,"1330939466404413441",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hebaghbhadvya",1,TRUE,FALSE,NA,NA
"I need Goa, Bastar and Nainital. I have GANGTOK for exchange. DM fast.

#goindiatickets #GoIndiaGame #goindia… https://t.co/qqINxwIG2J",FALSE,0,NA,2020-11-23 18:20:30,TRUE,NA,"1330939294572187650",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","thisissanu",0,FALSE,FALSE,NA,NA
"RT @googledevs: Hello @Angular devs!

It's even easier for you to integrate #GooglePay.

<U+2705> You no longer have to specify the CUSTOM_ELEMENT…",FALSE,0,NA,2020-11-23 18:19:41,FALSE,NA,"1330939090800418821",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","StanimiraVlaeva",123,TRUE,FALSE,NA,NA
"@GooglePay In the meantime,  make switching back to the old version available. Thank you.",FALSE,0,"GooglePay",2020-11-23 18:19:40,FALSE,"1330935952328581120","1330939084596973568","309827046","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ginsu68",0,FALSE,FALSE,NA,NA
"I need kochi
Only Genuine pls 

(its NOT PAID JUST WANNA TO EXCHANGE )

i will exchange u hydrabad or Gaya ticket a… https://t.co/5sAIf7YMJ5",FALSE,0,NA,2020-11-23 18:17:32,TRUE,NA,"1330938550708146176",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hebaghbhadvya",1,FALSE,FALSE,NA,NA
"@GooglePay worst payment app!",FALSE,0,"GooglePay",2020-11-23 18:17:32,FALSE,NA,"1330938549193961472","309827046","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","tulsipurwala",0,FALSE,FALSE,NA,NA
"RT @UltiKhopdi: #goindiaticket Need any of these... DM me <U+0001F603><U+0001F44D>
#googlepaygoindiagame #goindiaticket #GoIndiatickets #googlepaygoindia #goindi…",FALSE,0,NA,2020-11-23 18:17:18,FALSE,NA,"1330938492642234372",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","UltiKhopdi",1,TRUE,FALSE,NA,NA
"#goindiaticket Need any of these... DM me <U+0001F603><U+0001F44D>
#googlepaygoindiagame #goindiaticket #GoIndiatickets #googlepaygoindia… https://t.co/T5mDtTCEvI",FALSE,2,NA,2020-11-23 18:16:49,TRUE,NA,"1330938368176185344",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","UltiKhopdi",1,FALSE,FALSE,NA,NA
"@GooglePayIndia Worst service of googlepay. Fraud happen with me my acc got debited. Boycott @GooglePayIndia",FALSE,3,"GooglePayIndia",2020-11-23 18:15:26,FALSE,"1330730293603405824","1330938021865082880","831657713226522624","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Priyank84581191",1,FALSE,FALSE,NA,NA
"RT @jkczyz: Another domino falls. Will @GooglePay be next? @caesars",FALSE,0,NA,2020-11-23 18:14:59,FALSE,NA,"1330937908493213701",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","moneyballxz",1,TRUE,FALSE,NA,NA
"All below tickets available for free. DM to request below tickets. I need Kochi, Gaya,puri and bastar if you have.… https://t.co/R85HEFHgUk",FALSE,0,NA,2020-11-23 18:14:21,TRUE,NA,"1330937747318530048",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sailee29424636",0,FALSE,FALSE,NA,NA
"@GooglePayIndia sir is there any other offers frm Googlepay",FALSE,0,"GooglePayIndia",2020-11-23 18:13:24,FALSE,NA,"1330937510902448131","831657713226522624","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DasyamVarshith",0,FALSE,FALSE,NA,NA
